id,name,capacity,fuel,submitted_date,service_date,county,state,transmission_owner,iso_utility,join_key
644.0,"TVA's N. Union  City - Woodland Mills 161 kVTL",150.0,Solar,09/06/2024,01/07/2028,Obion,TN,TVA,TVA,obion_tn
645.0,Structure 701-Stanton 161kV TL,69.0,Solar,09/10/2024,07/12/2030,Haywood,TN,TVA,TVA,haywood_tn
648.0,Cherokee HP Bus 360466,32.0,Other,09/20/2024,02/01/2028,Grainger,TN,TVA,TVA,grainger_tn
650.0,Paradise CC 161-kV Substation,72.0,Solar,09/23/2024,01/00/1900,Muhlenberg,KY,TVA,TVA,muhlenberg_ky
654.0,Chickamauga HP Bus 360712,23.0,Other,09/26/2024,02/01/2028,Hamilton,TN,TVA,TVA,hamilton_tn
655.0,Chickamauga HP Bus 360713,23.0,Other,09/26/2024,02/01/2028,Hamilton,TN,TVA,TVA,hamilton_tn
656.0,Magnolia CC Plant,54.0,Natural Gas,10/01/2024,02/01/2030,Benton,MS,TVA,TVA,benton_ms
657.0,Paradise CC Plant,60.0,Natural Gas,10/01/2024,02/01/2030,Muhlenberg,KY,TVA,TVA,muhlenberg_ky
658.0,Ft. Loudon Hydro Bus 364422,7.0,Other,10/01/2024,01/00/1900,Loudon,TN,TVA,TVA,loudon_tn
659.0,Ft.  Loudon Hydro Bus 034444,8.0,Other,10/01/2024,02/01/2028,Loudon,TN,TVA,TVA,loudon_tn
660.0,Widow's Creek 161 kV Switchyard,99.0,Solar,10/01/2024,10/30/2032,Jackson,AL,TVA,TVA,jackson_al
661.0,TVA's Allen – Freeport 161kV TL,200.0,Storage,10/01/2024,04/30/2026,Shelby,TN,TVA,TVA,shelby_tn
662.0,161 Bus at Limestone substation,110.0,Solar,10/01/2024,04/01/2027,Madison,AL,TVA,TVA,madison_al
667.0,Wheeler-Trinty 161kV TL,150.0,Solar,10/04/2024,02/06/2026,Lawrence,AL,TVA,TVA,lawrence_al
669.0,"Smith Mountain SW STA - Watts Bar HP 161-kV TL",150.0,Solar,10/28/2024,04/30/2031,Rhea,TN,TVA,TVA,rhea_tn
671.0,TVA's Clay-Okolona 161 kV TL,75.0,Storage,10/30/2024,08/31/2029,Monroe,MS,TVA,TVA,monroe_ms
672.0,TVA's Sebastopol-Leake 161kV  TL,140.0,Solar,10/30/2024,09/01/2027,Rankin,MS,TVA,TVA,rankin_ms
