id,name,capacity,fuel,submitted_date,service_date,county,state,transmission_owner,iso_utility,join_key
IC-929,Atmore - Flomaton 115 kV Line,79,Solar+Storage,1/14/2021,6/1/2024,Escambia,AL,Southern Company,SoCo,escambia_al
IC-928,Enterprise - Pinckard #1 115 kV Line,79,Solar+Storage,1/14/2021,8/15/2029,Dale,AL,Southern Company,SoCo,dale_al
IC-937,Danway - Goat Rock (GPCO) 230 kV Line,80,Solar+Storage,12/23/2020,12/15/2024,Chambers,AL,Southern Company,SoCo,chambers_al
IC-933,Thalmann TS 230 kV Bus,250,Solar+Storage,12/21/2020,2/24/2024,Glynn,GA,Southern Company,SoCo,glynn_ga
IC-932,Thalmann TS 230 kV Bus,250,Solar+Storage,12/21/2020,7/31/2024,Glynn,GA,Southern Company,SoCo,glynn_ga
IC-922,Collins - Newton 115 kV Line,100,Solar,12/18/2020,1/15/2025,Newton,MS,Southern Company,SoCo,newton_ms
IC-926,Montgomery SS - Snowdoun 230 kV Line,80,Solar+Storage,12/16/2020,6/15/2025,Montgomery,AL,Southern Company,SoCo,montgomery_al
IC-925,Farley - Pinckard 230 kV Line,80,Solar+Storage,12/16/2020,6/15/2025,Houston,AL,Southern Company,SoCo,houston_al
IC-924,Beulah (GULF) - Silverhill 230 kV Line,80,Solar+Storage,12/16/2020,6/15/2025,Baldwin,AL,Southern Company,SoCo,baldwin_al
IC-915,County Line Rd - Gaston 230 kV Line,80,Solar+Storage,11/13/2020,11/1/2024,Autauga,AL,Southern Company,SoCo,autauga_al
IC-911,Farley - South Bainbridge 230 kV Line,220,Solar,10/29/2020,5/1/2025,Miller,GA,Southern Company,SoCo,miller_ga
IC-1012,South Bessemer - Snowdoun 500 kV Line,657,Natural Gas,10/15/2020,,Autauga,AL,Southern Company,SoCo,autauga_al
IC-910,Ray Place Road - Warrenton Primary 115 kV Line,120,Solar+Storage,10/14/2020,8/15/2023,Warren,GA,Southern Company,SoCo,warren_ga
IC-908,North Tifton - Pitts 230 kV Line,220,Solar,10/9/2020,6/1/2023,Turner,GA,Southern Company,SoCo,turner_ga
